scenario,t,u,x1_0,x2_0,x1,x2
1,0.0,0.28828707213666993,2.5117515177716037,2.426151457146574,2.5117515177716037,2.426151457146574
1,1.0,0.28828707213666993,2.5117515177716037,2.426151457146574,-0.39552738650106517,2.5324905403732823
2,0.0,-0.23850302072976692,-2.8459565830969566,-0.8080611078030211,-2.8459565830969566,-0.8080611078030211
2,1.0,-0.23850302072976692,-2.8459565830969566,-0.8080611078030211,0.21961931412285218,-2.0798811876265964
3,0.0,0.3260958106713372,2.160974848680615,-2.6286710896715384,2.160974848680615,-2.6286710896715384
3,1.0,0.3260958106713372,2.160974848680615,-2.6286710896715384,0.9148615069398618,-1.6177222807180396
4,0.0,-0.6726985477944933,0.8918937771252367,0.954236035083107,0.8918937771252367,0.954236035083107
4,1.0,-0.6726985477944933,0.8918937771252367,0.954236035083107,-0.881585985855189,0.9454185380857896
5,0.0,0.9252156273486374,-0.33512488641202687,2.864056443732432,-0.33512488641202687,2.864056443732432
5,1.0,0.9252156273486374,-0.33512488641202687,2.864056443732432,-0.288696662921148,2.5769019004314226
6,0.0,-0.3066763192404687,-2.8485265193758664,-0.1828832189044025,-2.8485265193758664,-0.1828832189044025
6,1.0,-0.3066763192404687,-2.8485265193758664,-0.1828832189044025,-0.05338962307429344,-2.216134908053175
7,0.0,0.9835019845872153,1.3060609908519414,-1.2342850368171372,1.3060609908519414,-1.2342850368171372
7,1.0,0.9835019845872153,1.3060609908519414,-1.2342850368171372,3.621904679112246,1.34124658867606
8,0.0,-0.5298842087887088,2.726772924462283,2.3427205698056257,2.726772924462283,2.3427205698056257
8,1.0,-0.5298842087887088,2.726772924462283,2.3427205698056257,-0.5716379559914352,2.3875451831597805
9,0.0,0.17138853704331547,-2.47652616383051,1.6297217886579478,-2.47652616383051,1.6297217886579478
9,1.0,0.17138853704331547,-2.47652616383051,1.6297217886579478,-3.4629379210360707,-1.2065810842636047
10,0.0,-0.1866197967495986,1.242856851898189,-0.6019729144497861,1.242856851898189,-0.6019729144497861
10,1.0,-0.1866197967495986,1.242856851898189,-0.6019729144497861,1.923956970416082,1.2679779027730378
11,0.0,-0.7275313559619061,-0.15870334437909417,2.8467075950919636,-0.15870334437909417,2.8467075950919636
11,1.0,-0.7275313559619061,-0.15870334437909417,2.8467075950919636,-0.6309104766459722,2.346967332358133
12,0.0,0.08827257527635957,-0.14216363086495498,2.5775509147823934,-0.14216363086495498,2.5775509147823934
12,1.0,0.08827257527635957,-0.14216363086495498,2.5775509147823934,-0.5221264854452152,2.1615764999948444
13,0.0,0.036352693651690915,2.5160635992766878,1.1861191166929004,2.5160635992766878,1.1861191166929004
13,1.0,0.036352693651690915,2.5160635992766878,1.1861191166929004,-0.3951716126392147,1.9392850820321743
14,0.0,0.5337102125970108,0.11059842028661127,2.7645862539819275,0.11059842028661127,2.7645862539819275
14,1.0,0.5337102125970108,0.11059842028661127,2.7645862539819275,-0.36556481795936013,2.486292915266795
15,0.0,0.8677002866371595,2.6816482733396025,2.5518921374591557,2.6816482733396025,2.5518921374591557
15,1.0,0.8677002866371595,2.6816482733396025,2.5518921374591557,-0.2824315824914855,2.724869297458058
16,0.0,-0.820593234428145,0.45403321551465403,2.616133851705448,0.45403321551465403,2.616133851705448
16,1.0,-0.820593234428145,0.45403321551465403,2.616133851705448,-0.7159509987545897,2.170723379226456
17,0.0,-0.6084574864599499,-0.9701597176517804,-1.347410381398836,-0.9701597176517804,-1.347410381398836
17,1.0,-0.6084574864599499,-0.9701597176517804,-1.347410381398836,0.2717368211403603,-1.5868583790575634
18,0.0,0.9883873685947231,-0.3458914729287139,-2.560709728469836,-0.3458914729287139,-2.560709728469836
18,1.0,0.9883873685947231,-0.3458914729287139,-2.560709728469836,0.8090036616750272,-2.051241240028814
19,0.0,-0.5296390047660222,-2.1218221600450793,-2.006793538445939,-2.1218221600450793,-2.006793538445939
19,1.0,-0.5296390047660222,-2.1218221600450793,-2.006793538445939,0.37987754886779285,-2.220646062651732
20,0.0,-0.5220272561146979,2.4407506967595314,-1.4930210333873593,2.4407506967595314,-1.4930210333873593
20,1.0,-0.5220272561146979,2.4407506967595314,-1.4930210333873593,3.0766161155274614,1.3013479412305209
