scenario,t,u,x1,x2
1,0.0,-0.3982533399067625,0.1082013506465902,-2.797205453066274
1,0.01020408163265306,-0.3982533399067625,0.12456774778895871,-2.796016953257372
1,0.02040816326530612,-0.3982533399067625,0.13983059704444128,-2.794667162804245
1,0.030612244897959183,-0.3982533399067625,0.154065047225373,-2.7931668302308177
1,0.04081632653061224,-0.3982533399067625,0.16734277882659,-2.7915261679408174
1,0.0510204081632653,-0.3982533399067625,0.1797303407021308,-2.789754624438996
1,0.061224489795918366,-0.3982533399067625,0.19128961509937822,-2.787860956553543
1,0.07142857142857142,-0.3982533399067625,0.2020782677788902,-2.785853301424095
1,0.08163265306122448,-0.3982533399067625,0.21215037966094394,-2.783739273623577
1,0.09183673469387754,-0.3982533399067625,0.22155622037424758,-2.7815259353934154
1,0.1020408163265306,-0.3982533399067625,0.23034245299736675,-2.7792198296078916
1,0.11224489795918366,-0.3982533399067625,0.23855254711908772,-2.776827042268368
1,0.12244897959183673,-0.3982533399067625,0.2462270353137483,-2.7743532413628285
1,0.13265306122448978,-0.3982533399067625,0.2534036656986859,-2.771803700107252
1,0.14285714285714285,-0.3982533399067625,0.2601175877525533,-2.769183324783377
1,0.1530612244897959,-0.3982533399067625,0.26640144028663026,-2.7664966675925253
1,0.16326530612244897,-0.3982533399067625,0.27228554011108747,-2.7637479544933954
1,0.17346938775510204,-0.3982533399067625,0.2777981049949166,-2.7609411177476986
1,0.18367346938775508,-0.3982533399067625,0.2829653903135898,-2.758079815404433
1,0.19387755102040816,-0.3982533399067625,0.28781173341192184,-2.7551674376507442
1,0.2040816326530612,-0.3982533399067625,0.29235981992160026,-2.7522071450399257
1,0.21428571428571427,-0.3982533399067625,0.29663072482227,-2.749201873895142
1,0.22448979591836732,-0.3982533399067625,0.3006440427780922,-2.7461543547347618
1,0.2346938775510204,-0.3982533399067625,0.3044179615390586,-2.7430671225485685
1,0.24489795918367346,-0.3982533399067625,0.3079694216431671,-2.7399425391987187
1,0.25510204081632654,-0.3982533399067625,0.31131406350545215,-2.736782785917546
1,0.26530612244897955,-0.3982533399067625,0.3144665396737356,-2.7335899070075027
1,0.2755102040816326,-0.3982533399067625,0.3174402297428979,-2.730365769862024
1,0.2857142857142857,-0.3982533399067625,0.32024783646307153,-2.727112148180013
1,0.29591836734693877,-0.3982533399067625,0.32290093383629825,-2.723830658802392
1,0.3061224489795918,-0.3982533399067625,0.3254104629157821,-2.7205228304266313
1,0.31632653061224486,-0.3982533399067625,0.32778654921424305,-2.7171900785796788
1,0.32653061224489793,-0.3982533399067625,0.33003856815248583,-2.713833714078613
1,0.336734693877551,-0.3982533399067625,0.3321753345166065,-2.710454969745573
1,0.3469387755102041,-0.3982533399067625,0.3342049155100673,-2.707054974091283
1,0.3571428571428571,-0.3982533399067625,0.33613489445649913,-2.703634787955925
1,0.36734693877551017,-0.3982533399067625,0.3379722559452647,-2.7001953885592265
1,0.37755102040816324,-0.3982533399067625,0.33972351003813583,-2.6967376865646493
1,0.3877551020408163,-0.3982533399067625,0.3413947062531988,-2.6932625280812714
1,0.39795918367346933,-0.3982533399067625,0.3429914764307227,-2.689770700473541
1,0.4081632653061224,-0.3982533399067625,0.34451898766819444,-2.6862629260549613
1,0.4183673469387755,-0.3982533399067625,0.3459821201846315,-2.682739886344917
1,0.42857142857142855,-0.3982533399067625,0.34738545513417163,-2.6792022204644996
1,0.4387755102040816,-0.3982533399067625,0.3487333267981401,-2.675650532295749
1,0.44897959183673464,-0.3982533399067625,0.3500294786531357,-2.672085343293947
1,0.4591836734693877,-0.3982533399067625,0.35127769228464073,-2.668507178779689
1,0.4693877551020408,-0.3982533399067625,0.35248145137480247,-2.6649165218439674
1,0.47959183673469385,-0.3982533399067625,0.3536437981506605,-2.6613137937118085
1,0.4897959183673469,-0.3982533399067625,0.3547677408659299,-2.657699409560939
1,0.5,-0.3982533399067625,0.35585602411016276,-2.654073747098099
1,0.5102040816326531,-0.626108367316244,0.3546566997680243,-2.650448829645293
1,0.5204081632653061,-0.626108367316244,0.35355926973458723,-2.6468354697187233
1,0.5306122448979592,-0.626108367316244,0.35255813687770365,-2.643232801510306
1,0.5408163265306123,-0.626108367316244,0.3516473185342916,-2.639639917755002
1,0.5510204081632653,-0.626108367316244,0.3508210651915866,-2.636055943279167
1,0.5612244897959183,-0.626108367316244,0.3500737965384946,-2.6324800249208655
1,0.5714285714285714,-0.626108367316244,0.3494003010222732,-2.6289113624760545
1,0.5816326530612245,-0.626108367316244,0.34879579504649333,-2.625349218256767
1,0.5918367346938775,-0.626108367316244,0.3482558712686045,-2.621792909175035
1,0.6020408163265306,-0.626108367316244,0.3477764146480576,-2.618241794538383
1,0.6122448979591837,-0.626108367316244,0.3473536051131615,-2.6146952764836824
1,0.6224489795918368,-0.626108367316244,0.34698389495970294,-2.611152796754438
1,0.6326530612244898,-0.626108367316244,0.34666397151809014,-2.6076138313907324
1,0.6428571428571428,-0.626108367316244,0.3463907503046613,-2.604077889830405
