t,u,x1,x2
0.0,-0.3982533399067625,-0.6104762466074121,-0.7235105068524206
0.0010005002501250625,-0.3982533399067625,-0.6104409629333164,-0.724121260581566
0.002001000500250125,-0.3982533399067625,-0.6104047019188795,-0.7247319841017353
0.003001500750375187,-0.3982533399067625,-0.6103673399900941,-0.7253426726831878
0.00400200100050025,-0.3982533399067625,-0.6103288489037672,-0.7259533243224884
0.0050025012506253125,-0.3982533399067625,-0.6102892040918853,-0.7265639369521142
0.006003001500750374,-0.3982533399067625,-0.6102483899772213,-0.7271745089260929
0.007003501750875437,-0.3982533399067625,-0.6102064109316172,-0.7277850392197549
0.0080040020010005,-0.3982533399067625,-0.6101632519469699,-0.7283955237860555
0.009004502251125562,-0.3982533399067625,-0.6101189242238738,-0.729005965645317
0.010005002501250625,-0.3982533399067625,-0.6100734277623292,-0.7296163647975392
0.011005502751375688,-0.3982533399067625,-0.6100267463854089,-0.7302267094755551
0.012006003001500749,-0.3982533399067625,-0.6099788856706866,-0.7308370037365158
0.013006503251625811,-0.3982533399067625,-0.6099298497466159,-0.7314472505834768
0.014007003501750874,-0.3982533399067625,-0.6098796386131968,-0.7320574500164378
0.015007503751875937,-0.3982533399067625,-0.6098282522704294,-0.7326676020353992
0.016008004002001,-0.3982533399067625,-0.6097756902799681,-0.7332777061303082
0.01700850425212606,-0.3982533399067625,-0.6097219357367382,-0.7338877426306715
0.018009004502251125,-0.3982533399067625,-0.6096670007522034,-0.734497725629208
0.019009504752376186,-0.3982533399067625,-0.6096108853263636,-0.7351076551259179
0.02001000500250125,-0.3982533399067625,-0.6095535894592192,-0.7357175311208013
0.02101050525262631,-0.3982533399067625,-0.6094951131507699,-0.7363273536138581
0.022011005502751375,-0.3982533399067625,-0.6094354521441789,-0.7369371165002218
0.023011505752876436,-0.3982533399067625,-0.6093745965884149,-0.7375468056522113
0.024012006003001497,-0.3982533399067625,-0.609312554624161,-0.7381564327446425
0.02501250625312656,-0.3982533399067625,-0.6092493258991811,-0.738765997272362
0.026013006503251623,-0.3982533399067625,-0.6091849100612391,-0.7393754987302166
0.027013506753376687,-0.3982533399067625,-0.6091193067580987,-0.739984936613053
0.028014007003501748,-0.3982533399067625,-0.6090525156375236,-0.7405943104157179
0.029014507253626812,-0.3982533399067625,-0.6089845363472778,-0.7412036196330584
0.030015007503751873,-0.3982533399067625,-0.6089153685351252,-0.7418128637599208
0.031015507753876938,-0.3982533399067625,-0.6088450118488293,-0.7424220422911523
0.032016008004002,-0.3982533399067625,-0.6087734638242246,-0.7430311510242722
0.03301650825412706,-0.3982533399067625,-0.608700716942908,-0.7436401769084149
0.03401700850425212,-0.3982533399067625,-0.6086267770209133,-0.744249130237135
0.03501750875437719,-0.3982533399067625,-0.6085516434305493,-0.7448580100230441
0.03601800900450225,-0.3982533399067625,-0.6084753155441249,-0.7454668152787532
0.03701850925462731,-0.3982533399067625,-0.6083977927339488,-0.7460755450168741
0.03801900950475237,-0.3982533399067625,-0.6083190743723299,-0.7466841982500177
0.03901950975487744,-0.3982533399067625,-0.608239159831577,-0.7472927739907956
0.0400200100050025,-0.3982533399067625,-0.6081580484839987,-0.7479012712518192
0.04102051025512756,-0.3982533399067625,-0.6080757397019041,-0.7485096890456996
0.04202101050525262,-0.3982533399067625,-0.6079922324957912,-0.7491180253339778
0.04302151075537768,-0.3982533399067625,-0.6079075241165456,-0.7497262729664682
0.04402201100550275,-0.3982533399067625,-0.6078216156333993,-0.7503344358853937
0.04502251125562781,-0.3982533399067625,-0.6077345063485773,-0.7509425128997703
0.04602301150575287,-0.3982533399067625,-0.6076461955643045,-0.7515505028186138
0.047023511755877934,-0.3982533399067625,-0.607556682582806,-0.7521584044509401
0.048024012006002995,-0.3982533399067625,-0.6074659667063069,-0.752766216605765
0.04902451225612806,-0.3982533399067625,-0.6073740472370323,-0.7533739380921047
0.05002501250625312,-0.3982533399067625,-0.6072809234772069,-0.7539815677189747
0.051025512756378184,-0.3982533399067625,-0.6071865947290559,-0.7545891042953913
0.052026013006503245,-0.3982533399067625,-0.6070910605179449,-0.7551965464449908
0.05302651325662831,-0.3982533399067625,-0.6069943228793279,-0.7558038907060942
0.054027013506753374,-0.3982533399067625,-0.6068963788506019,-0.756411137769277
0.055027513756878435,-0.3982533399067625,-0.606797227764892,-0.7570182864178843
0.056028014007003496,-0.3982533399067625,-0.606696868955323,-0.7576253354352611
0.05702851425712856,-0.3982533399067625,-0.60659530175502,-0.7582322836047525
0.058029014507253625,-0.3982533399067625,-0.6064925254971079,-0.7588391297097036
0.059029514757378686,-0.3982533399067625,-0.6063885395147114,-0.7594458725334594
0.06003001500750375,-0.3982533399067625,-0.6062833431409557,-0.760052510859365
0.06103051525762881,-0.3982533399067625,-0.6061769357089656,-0.7606590434707654
0.062031015507753876,-0.3982533399067625,-0.6060693165518659,-0.7612654691510057
0.06303151575787894,-0.3982533399067625,-0.6059604850027819,-0.761871786683431
0.064032016008004,-0.3982533399067625,-0.6058504403948382,-0.7624779948513865
0.06503251625812906,-0.3982533399067625,-0.6057391820611597,-0.7630840924382168
0.06603301650825412,-0.3982533399067625,-0.6056267093348716,-0.7636900782272675
0.06703351675837918,-0.3982533399067625,-0.6055130215490987,-0.7642959510018834
0.06803401700850424,-0.3982533399067625,-0.6053981246501524,-0.7649017092857782
0.06903451725862932,-0.3982533399067625,-0.6052820212686839,-0.7655073517328372
0.07003501750875438,-0.3982533399067625,-0.6051647031098433,-0.7661128774258772
0.07103551775887944,-0.3982533399067625,-0.6050461695724539,-0.7667182851456638
0.0720360180090045,-0.3982533399067625,-0.6049264200553394,-0.7673235736729629
0.07303651825912956,-0.3982533399067625,-0.6048054539573229,-0.7679287417885402
0.07403701850925462,-0.3982533399067625,-0.6046832706772283,-0.7685337882731614
0.07503751875937968,-0.3982533399067625,-0.6045598696138788,-0.7691387119075925
0.07603801900950474,-0.3982533399067625,-0.6044352501660979,-0.769743511472599
0.0770385192596298,-0.3982533399067625,-0.6043094117327091,-0.7703481857489468
0.07803901950975488,-0.3982533399067625,-0.6041823537125359,-0.7709527335174017
0.07903951975987994,-0.3982533399067625,-0.6040540755044017,-0.7715571535587292
0.080040020010005,-0.3982533399067625,-0.6039245765071302,-0.7721614446536954
0.08104052026013006,-0.3982533399067625,-0.6037938561195445,-0.7727656055830658
0.08204102051025512,-0.3982533399067625,-0.6036619137404684,-0.7733696351276065
0.08304152076038018,-0.3982533399067625,-0.6035287487687252,-0.7739735320680828
0.08404202101050524,-0.3982533399067625,-0.6033943606031383,-0.7745772951852608
0.0850425212606303,-0.3982533399067625,-0.6032587486425314,-0.7751809232599061
0.08604302151075537,-0.3982533399067625,-0.6031219122857279,-0.7757844150727846
0.08704352176088044,-0.3982533399067625,-0.602983850931551,-0.7763877694046619
0.0880440220110055,-0.3982533399067625,-0.6028445639788246,-0.7769909850363039
0.08904452226113056,-0.3982533399067625,-0.6027040508263719,-0.7775940607484763
0.09004502251125562,-0.3982533399067625,-0.6025623108730164,-0.7781969953219449
0.09104552276138068,-0.3982533399067625,-0.6024193435175816,-0.7787997875374753
0.09204602301150575,-0.3982533399067625,-0.6022751504694324,-0.7794024361097327
0.0930465232616308,-0.3982533399067625,-0.6021297565888004,-0.7800049390910736
