scenario,t,u,x1,x2
1,0.0,0.542641286533492,0.2552662080675674,-2.146979714390838
1,0.05555555555555555,0.542641286533492,0.34442933009765914,-2.1302410403710574
1,0.1111111111111111,0.542641286533492,0.4181441096108564,-2.108995332254746
1,0.16666666666666666,0.542641286533492,0.47991269221666777,-2.0840006305792973
1,0.2222222222222222,0.542641286533492,0.5325701525253439,-2.0558396978686915
1,0.2777777777777778,0.542641286533492,0.5783799471732597,-2.0249528854351744
1,0.3333333333333333,0.542641286533492,0.6191470557110509,-1.9916689951295898
1,0.38888888888888884,0.542641286533492,0.6563058398874289,-1.9562264412169277
1,0.4444444444444444,0.542641286533492,0.6910041796442078,-1.9187920166655088
1,0.5,-0.958496101281197,0.7241767008627057,-1.8794761720169142
1,0.5555555555555556,-0.958496101281197,0.6785152666703819,-1.8405569644654063
1,0.6111111111111112,-0.958496101281197,0.6414842816337843,-1.8039260389848428
1,0.6666666666666666,-0.958496101281197,0.6112705328158419,-1.7691559703985442
1,0.7222222222222222,-0.958496101281197,0.5865043605031767,-1.7359072220132263
1,0.7777777777777778,-0.958496101281197,0.5661385875487759,-1.7039075447851806
1,0.8333333333333333,-0.958496101281197,0.5493626042974592,-1.6729363663194745
1,0.8888888888888888,-0.958496101281197,0.5355380530877756,-1.642812571683773
1,0.9444444444444444,-0.958496101281197,0.5241585814662527,-1.6133865797682625
1,1.0,0.26729646985255084,0.5148220234264257,-1.5845345634187555
1,1.0555555555555556,0.26729646985255084,0.5726573407101992,-1.5543105522116474
1,1.1111111111111112,0.26729646985255084,0.6274436364237662,-1.520962023902012
1,1.1666666666666667,0.26729646985255084,0.6800759533527458,-1.4846336283972286
1,1.2222222222222223,0.26729646985255084,0.7313752372384715,-1.4454215517347786
1,1.2777777777777777,0.26729646985255084,0.7821060768689005,-1.4033781649536012
1,1.3333333333333333,0.26729646985255084,0.8329906936579932,-1.3585164229152853
1,1.3888888888888888,0.26729646985255084,0.8847173871714187,-1.3108079439531952
1,1.4444444444444444,0.26729646985255084,0.9379563844035024,-1.2601866924788205
1,1.5,0.4976077650772237,0.9933730763365028,-1.2065502547856357
1,1.5555555555555556,0.4976077650772237,1.0643165844041285,-1.1494038957876604
1,1.6111111111111112,0.4976077650772237,1.138716670528177,-1.0882262549250414
1,1.6666666666666667,0.4976077650772237,1.2175326930977972,-1.0227963540354377
1,1.7222222222222223,0.4976077650772237,1.3017440495598365,-0.9528417648560947
1,1.7777777777777777,0.4976077650772237,1.3923517849658174,-0.8780354662906995
1,1.8333333333333333,0.4976077650772237,1.4903647964411766,-0.7979967802603556
1,1.8888888888888888,0.4976077650772237,1.5967717972052622,-0.7122842276666923
1,1.9444444444444444,0.4976077650772237,1.7124823876725825,-0.6204055381538359
1,2.0,-0.0029859753948191514,1.8382342317999236,-0.5218225421485345
1,2.0555555555555554,-0.0029859753948191514,1.946006556948361,-0.4167459132592851
1,2.111111111111111,-0.0029859753948191514,2.0626110119972876,-0.30543456100018535
1,2.1666666666666665,-0.0029859753948191514,2.1868691222490204,-0.1874253622118264
1,2.2222222222222223,-0.0029859753948191514,2.3166378750498486,-0.06234705837541912
1,2.2777777777777777,-0.0029859753948191514,2.4484613887245175,0.07001735724689558
1,2.3333333333333335,-0.0029859753948191514,2.5772339037117824,0.20964841469634224
1,2.388888888888889,-0.0029859753948191514,2.6959315429723447,0.35619062969830134
1,2.4444444444444446,-0.0029859753948191514,2.7955644983943846,0.50884355776501
1,2.5,-0.5504067089383047,2.865526623188584,0.6662594152843513
1,2.5555555555555554,-0.5504067089383047,2.863852014716203,0.825624179476398
1,2.611111111111111,-0.5504067089383047,2.8113854418899615,0.9835205989920397
1,2.6666666666666665,-0.5504067089383047,2.702535577563225,1.1369523111995956
1,2.7222222222222223,-0.5504067089383047,2.5368329683625617,1.2827464514086655
1,2.7777777777777777,-0.5504067089383047,2.319722009753168,1.4178692157732002
1,2.8333333333333335,-0.5504067089383047,2.0621133688385282,1.5397435721798334
1,2.888888888888889,-0.5504067089383047,1.7786222170003454,1.6465141586570604
1,2.9444444444444446,-0.5504067089383047,1.485046716233064,1.7371824733347672
1,3.0,-0.603874270480752,1.195886360898923,1.811602226001624
1,3.0555555555555554,-0.603874270480752,0.9198045052960611,1.8702742795536755
1,3.111111111111111,-0.603874270480752,0.6675794523823071,1.9142460968774082
1,3.1666666666666665,-0.603874270480752,0.4431086142396258,1.9449658463931652
1,3.2222222222222223,-0.603874270480752,0.2472200610246813,1.9640107807094098
1,3.2777777777777777,-0.603874270480752,0.07859735701727136,1.9729402575894486
