scenario,t,u,x1_0,x2_0,x1,x2
1,0.0,0.28828707213666993,0.3641921893194673,1.2533004408847317,0.3641921893194673,1.2533004408847317
1,0.05263157894736842,0.28828707213666993,0.3641921893194673,1.2533004408847317,0.3025261508773094,1.2708427380701695
1,0.10526315789473684,0.28828707213666993,0.3641921893194673,1.2533004408847317,0.24135917017903225,1.285152341336438
1,0.15789473684210525,0.28828707213666993,0.3641921893194673,1.2533004408847317,0.18118395428347725,1.2962667889015362
1,0.21052631578947367,0.28828707213666993,0.3641921893194673,1.2533004408847317,0.12239546384993569,1.3042489452229789
1,0.2631578947368421,0.28828707213666993,0.3641921893194673,1.2533004408847317,0.06529221531155105,1.309180064198347
1,0.3157894736842105,0.28828707213666993,0.3641921893194673,1.2533004408847317,0.0100813306946731,1.3111548822519619
1,0.3684210526315789,0.28828707213666993,0.3641921893194673,1.2533004408847317,-0.043112379477907165,1.3102766152566863
1,0.42105263157894735,0.28828707213666993,0.3641921893194673,1.2533004408847317,-0.09423740627937674,1.3066530299434054
1,0.47368421052631576,0.28828707213666993,0.3641921893194673,1.2533004408847317,-0.14330517639601392,1.3003929452273537
1,0.5263157894736842,0.28828707213666993,0.3641921893194673,1.2533004408847317,-0.1903795512160254,1.2916031599006905
1,0.5789473684210527,0.28828707213666993,0.3641921893194673,1.2533004408847317,-0.23556719321707553,1.2803860369444016
1,0.631578947368421,0.28828707213666993,0.3641921893194673,1.2533004408847317,-0.27900776574432695,1.266837294680156
1,0.6842105263157894,0.28828707213666993,0.3641921893194673,1.2533004408847317,-0.32086649465597605,1.2510445875440381
1,0.7368421052631579,0.28828707213666993,0.3641921893194673,1.2533004408847317,-0.3613279058502455,1.2330864193028206
1,0.7894736842105263,0.28828707213666993,0.3641921893194673,1.2533004408847317,-0.40059024772289237,1.2130312073677543
1,0.8421052631578947,0.28828707213666993,0.3641921893194673,1.2533004408847317,-0.43886148050320156,1.1909367133144593
1,0.894736842105263,0.28828707213666993,0.3641921893194673,1.2533004408847317,-0.47635441890786107,1.1668492614567374
1,0.9473684210526315,0.28828707213666993,0.3641921893194673,1.2533004408847317,-0.5132870261965536,1.1408040794573149
1,1.0,0.28828707213666993,0.3641921893194673,1.2533004408847317,-0.5498803487425302,1.1128249691577723
2,0.0,-0.23850302072976692,-0.10167644286079014,-0.8820396145841394,-0.10167644286079014,-0.8820396145841394
2,0.05263157894736842,-0.23850302072976692,-0.10167644286079014,-0.8820396145841394,-0.06865876212721564,-0.8865243098449255
2,0.10526315789473684,-0.23850302072976692,-0.10167644286079014,-0.8820396145841394,-0.035050676775944305,-0.8892559089939922
