scenario,t,v,ic,h
1,0.0,3.0443669674699234,8.730093416915501,8.730093416915501
1,0.10101010101010101,3.0443669674699234,8.730093416915501,8.73105483981519
1,0.20202020202020202,3.0443669674699234,8.730093416915501,8.732014384986497
1,0.30303030303030304,3.0443669674699234,8.730093416915501,8.732972703031104
1,0.40404040404040403,3.0443669674699234,8.730093416915501,8.733929629094906
1,0.5050505050505051,3.0443669674699234,8.730093416915501,8.734884512594874
1,0.6060606060606061,3.0443669674699234,8.730093416915501,8.735837767309894
1,0.7070707070707071,3.0443669674699234,8.730093416915501,8.736789393239965
1,0.8080808080808081,3.0443669674699234,8.730093416915501,8.737739179618329
1,0.9090909090909091,3.0443669674699234,8.730093416915501,8.738687169064539
1,1.0101010101010102,3.0443669674699234,8.730093416915501,8.739633403771768
1,1.1111111111111112,3.0443669674699234,8.730093416915501,8.740577849987927
1,1.2121212121212122,3.0443669674699234,8.730093416915501,8.74152046017477
1,1.3131313131313131,3.0443669674699234,8.730093416915501,8.742461284332245
1,1.4141414141414141,3.0443669674699234,8.730093416915501,8.743400322460353
1,1.5151515151515151,3.0443669674699234,8.730093416915501,8.744337574559092
1,1.6161616161616161,3.0443669674699234,8.730093416915501,8.745273040628462
1,1.7171717171717171,3.0443669674699234,8.730093416915501,8.746206754456542
1,1.8181818181818181,3.0443669674699234,8.730093416915501,8.747138702151737
1,1.9191919191919191,3.0443669674699234,8.730093416915501,8.748068872143143
1,2.0202020202020203,3.0443669674699234,8.730093416915501,8.748997264430761
1,2.121212121212121,3.0443669674699234,8.730093416915501,8.74992387901459
1,2.2222222222222223,3.0443669674699234,8.730093416915501,8.750848715894632
1,2.323232323232323,3.0443669674699234,8.730093416915501,8.751771775070885
1,2.4242424242424243,3.0443669674699234,8.730093416915501,8.75269305654335
1,2.525252525252525,3.0443669674699234,8.730093416915501,8.753612560312027
1,2.6262626262626263,3.0443669674699234,8.730093416915501,8.754530286376916
1,2.727272727272727,3.0443669674699234,8.730093416915501,8.755446341280322
1,2.8282828282828283,3.0443669674699234,8.730093416915501,8.756360911322453
1,2.929292929292929,3.0443669674699234,8.730093416915501,8.757273740870968
1,3.0303030303030303,3.0443669674699234,8.730093416915501,8.758184829925867
1,3.131313131313131,3.0443669674699234,8.730093416915501,8.75909417848715
1,3.2323232323232323,3.0443669674699234,8.730093416915501,8.760001786554819
1,3.3333333333333335,3.0443669674699234,8.730093416915501,8.760907654128872
1,3.4343434343434343,3.0443669674699234,8.730093416915501,8.761811781209309
1,3.5353535353535355,3.0443669674699234,8.730093416915501,8.76271416779613
1,3.6363636363636362,3.0443669674699234,8.730093416915501,8.763614813889337
1,3.7373737373737375,3.0443669674699234,8.730093416915501,8.764513719488928
1,3.8383838383838382,3.0443669674699234,8.730093416915501,8.765410884594903
1,3.9393939393939394,3.0443669674699234,8.730093416915501,8.766306309207263
1,4.040404040404041,3.0443669674699234,8.730093416915501,8.767199993326008
1,4.141414141414141,3.0443669674699234,8.730093416915501,8.768091936951137
1,4.242424242424242,3.0443669674699234,8.730093416915501,8.76898214008265
1,4.343434343434343,3.0443669674699234,8.730093416915501,8.769870602720548
1,4.444444444444445,3.0443669674699234,8.730093416915501,8.770757324864832
1,4.545454545454545,3.0443669674699234,8.730093416915501,8.7716423065155
1,4.646464646464646,3.0443669674699234,8.730093416915501,8.77252554767255
1,4.747474747474747,3.0443669674699234,8.730093416915501,8.773407268109663
1,4.848484848484849,3.0443669674699234,8.730093416915501,8.774287638456226
1,4.94949494949495,3.0443669674699234,8.730093416915501,8.775166324628406
1,5.05050505050505,3.0443669674699234,8.730093416915501,8.776043326626201
1,5.151515151515151,3.0443669674699234,8.730093416915501,8.776918644449614
1,5.252525252525253,3.0443669674699234,8.730093416915501,8.777792278098643
1,5.353535353535354,3.0443669674699234,8.730093416915501,8.778664227573287
1,5.454545454545454,3.0443669674699234,8.730093416915501,8.779534492873548
1,5.555555555555555,3.0443669674699234,8.730093416915501,8.780403073999427
1,5.656565656565657,3.0443669674699234,8.730093416915501,8.781269970950921
1,5.757575757575758,3.0443669674699234,8.730093416915501,8.782135183728032
1,5.858585858585858,3.0443669674699234,8.730093416915501,8.782998712330759
1,5.959595959595959,3.0443669674699234,8.730093416915501,8.783860556759102
1,6.0606060606060606,3.0443669674699234,8.730093416915501,8.78472071701306
1,6.161616161616162,3.0443669674699234,8.730093416915501,8.785579193092637
1,6.262626262626262,3.0443669674699234,8.730093416915501,8.78643598499783
1,6.363636363636363,3.0443669674699234,8.730093416915501,8.787291092728639
1,6.4646464646464645,3.0443669674699234,8.730093416915501,8.788144516285064
1,6.565656565656566,3.0443669674699234,8.730093416915501,8.788996255667104
1,6.666666666666667,3.0443669674699234,8.730093416915501,8.789846310874761
1,6.767676767676767,3.0443669674699234,8.730093416915501,8.790694983999828
1,6.8686868686868685,3.0443669674699234,8.730093416915501,8.791542338019642
1,6.96969696969697,3.0443669674699234,8.730093416915501,8.792388068874983
1,7.070707070707071,3.0443669674699234,8.730093416915501,8.793232176565848
1,7.171717171717171,3.0443669674699234,8.730093416915501,8.79407466109224
1,7.2727272727272725,3.0443669674699234,8.730093416915501,8.794915522454158
1,7.373737373737374,3.0443669674699234,8.730093416915501,8.795754760651601
1,7.474747474747475,3.0443669674699234,8.730093416915501,8.796592375684572
1,7.575757575757575,3.0443669674699234,8.730093416915501,8.797428367553067
1,7.6767676767676765,3.0443669674699234,8.730093416915501,8.79826273625709
1,7.777777777777778,3.0443669674699234,8.730093416915501,8.799095481796638
1,7.878787878787879,3.0443669674699234,8.730093416915501,8.799926604171711
1,7.979797979797979,3.0443669674699234,8.730093416915501,8.80075610338231
1,8.080808080808081,3.0443669674699234,8.730093416915501,8.801583979428438
1,8.181818181818182,3.0443669674699234,8.730093416915501,8.80241023231009
1,8.282828282828282,3.0443669674699234,8.730093416915501,8.803234862027267
1,8.383838383838384,3.0443669674699234,8.730093416915501,8.80405786857997
1,8.484848484848484,3.0443669674699234,8.730093416915501,8.8048792519682
1,8.585858585858587,3.0443669674699234,8.730093416915501,8.805699012191956
1,8.686868686868687,3.0443669674699234,8.730093416915501,8.806517149251238
1,8.787878787878787,3.0443669674699234,8.730093416915501,8.80733387139253
1,8.88888888888889,3.0443669674699234,8.730093416915501,8.808149159727293
1,8.98989898989899,3.0443669674699234,8.730093416915501,8.808962878771602
1,9.09090909090909,3.0443669674699234,8.730093416915501,8.809775028525458
1,9.191919191919192,3.0443669674699234,8.730093416915501,8.81058560898886
1,9.292929292929292,3.0443669674699234,8.730093416915501,8.811394620161812
1,9.393939393939394,3.0443669674699234,8.730093416915501,8.812202062044308
1,9.494949494949495,3.0443669674699234,8.730093416915501,8.813007934636353
1,9.595959595959595,3.0443669674699234,8.730093416915501,8.813812237937944
1,9.696969696969697,3.0443669674699234,8.730093416915501,8.814614971949082
1,9.797979797979798,3.0443669674699234,8.730093416915501,8.815416136669768
1,9.8989898989899,3.0443669674699234,8.730093416915501,8.8162157321
1,10.0,3.0443669674699234,8.730093416915501,8.817013758239778
2,0.0,2.0039565340587107,12.315593122092817,12.315593122092817
2,0.10101010101010101,2.0039565340587107,12.315593122092817,12.298498945022338
2,0.20202020202020202,2.0039565340587107,12.315593122092817,12.281428294048059
2,0.30303030303030304,2.0039565340587107,12.315593122092817,12.264383712534324
2,0.40404040404040403,2.0039565340587107,12.315593122092817,12.24736614534297
2,0.5050505050505051,2.0039565340587107,12.315593122092817,12.230376043086675
2,0.6060606060606061,2.0039565340587107,12.315593122092817,12.21341328933454
2,0.7070707070707071,2.0039565340587107,12.315593122092817,12.196478048064401
2,0.8080808080808081,2.0039565340587107,12.315593122092817,12.179570203734043
2,0.9090909090909091,2.0039565340587107,12.315593122092817,12.162689740335992
2,1.0101010101010102,2.0039565340587107,12.315593122092817,12.145836653517206
2,1.1111111111111112,2.0039565340587107,12.315593122092817,12.129010953743947
2,1.2121212121212122,2.0039565340587107,12.315593122092817,12.112212641016214
2,1.3131313131313131,2.0039565340587107,12.315593122092817,12.095441715334006
2,1.4141414141414141,2.0039565340587107,12.315593122092817,12.078697986261563
2,1.5151515151515151,2.0039565340587107,12.315593122092817,12.061981164753853
2,1.6161616161616161,2.0039565340587107,12.315593122092817,12.045291605135315
2,1.7171717171717171,2.0039565340587107,12.315593122092817,12.02862930740595
2,1.8181818181818181,2.0039565340587107,12.315593122092817,12.01199427156576
2,1.9191919191919191,2.0039565340587107,12.315593122092817,11.995386497614742
2,2.0202020202020203,2.0039565340587107,12.315593122092817,11.9788059855529
2,2.121212121212121,2.0039565340587107,12.315593122092817,11.962252735380229
2,2.2222222222222223,2.0039565340587107,12.315593122092817,11.945726747096732
2,2.323232323232323,2.0039565340587107,12.315593122092817,11.929227774539275
2,2.4242424242424243,2.0039565340587107,12.315593122092817,11.912755266337868
2,2.525252525252525,2.0039565340587107,12.315593122092817,11.896309822959218
2,2.6262626262626263,2.0039565340587107,12.315593122092817,11.879891444403324
2,2.727272727272727,2.0039565340587107,12.315593122092817,11.863500130670186
2,2.8282828282828283,2.0039565340587107,12.315593122092817,11.847135881759803
2,2.929292929292929,2.0039565340587107,12.315593122092817,11.830798697672178
2,3.0303030303030303,2.0039565340587107,12.315593122092817,11.814488578407307
2,3.131313131313131,2.0039565340587107,12.315593122092817,11.798205523965192
2,3.2323232323232323,2.0039565340587107,12.315593122092817,11.78194931709205
2,3.3333333333333335,2.0039565340587107,12.315593122092817,11.76571923058109
2,3.4343434343434343,2.0039565340587107,12.315593122092817,11.749515987178668
2,3.5353535353535355,2.0039565340587107,12.315593122092817,11.733339586884787
2,3.6363636363636362,2.0039565340587107,12.315593122092817,11.717190029699445
2,3.7373737373737375,2.0039565340587107,12.315593122092817,11.701067315622641
2,3.8383838383838382,2.0039565340587107,12.315593122092817,11.684971444654378
2,3.9393939393939394,2.0039565340587107,12.315593122092817,11.668902416794653
2,4.040404040404041,2.0039565340587107,12.315593122092817,11.652860232043468
2,4.141414141414141,2.0039565340587107,12.315593122092817,11.636844725775838
2,4.242424242424242,2.0039565340587107,12.315593122092817,11.620855031851907
2,4.343434343434343,2.0039565340587107,12.315593122092817,11.604891950409657
2,4.444444444444445,2.0039565340587107,12.315593122092817,11.588955481449092
2,4.545454545454545,2.0039565340587107,12.315593122092817,11.573045624970211
2,4.646464646464646,2.0039565340587107,12.315593122092817,11.557162380973011
2,4.747474747474747,2.0039565340587107,12.315593122092817,11.541305749457496
2,4.848484848484849,2.0039565340587107,12.315593122092817,11.525475730423663
2,4.94949494949495,2.0039565340587107,12.315593122092817,11.509672323871513
2,5.05050505050505,2.0039565340587107,12.315593122092817,11.49389542424307
2,5.151515151515151,2.0039565340587107,12.315593122092817,11.47814404255693
2,5.252525252525253,2.0039565340587107,12.315593122092817,11.462419039266983
2,5.353535353535354,2.0039565340587107,12.315593122092817,11.446720414373226
2,5.454545454545454,2.0039565340587107,12.315593122092817,11.43104816787566
2,5.555555555555555,2.0039565340587107,12.315593122092817,11.415402299774286
2,5.656565656565657,2.0039565340587107,12.315593122092817,11.3997828100691
2,5.757575757575758,2.0039565340587107,12.315593122092817,11.384189698760107
2,5.858585858585858,2.0039565340587107,12.315593122092817,11.368622965847303
