t,v,h
0.0,3.0443669674699234,12.542496833389839
0.10006253908692933,3.0443669674699234,12.536863489770935
0.20012507817385866,3.0443669674699234,12.531237487111705
0.300187617260788,3.0443669674699234,12.525619948015414
0.4002501563477173,3.0443669674699234,12.520010569064695
0.5003126954346466,3.0443669674699234,12.514409991253846
0.600375234521576,3.0443669674699234,12.508818176015907
0.7004377736085053,3.0443669674699234,12.503235236546104
0.8005003126954346,3.0443669674699234,12.49766106558716
0.900562851782364,3.0443669674699234,12.492095724596345
1.0006253908692933,3.0443669674699234,12.486539213541311
1.1006879299562227,3.0443669674699234,12.48099150419284
1.200750469043152,3.0443669674699234,12.475452596550934
1.3008130081300813,3.0443669674699234,12.469922490615591
1.4008755472170107,3.0443669674699234,12.464401021489705
1.5009380863039399,3.0443669674699234,12.45888816370555
1.6010006253908693,3.0443669674699234,12.453384053817462
1.7010631644777987,3.0443669674699234,12.447888691825439
1.801125703564728,3.0443669674699234,12.442402077729481
1.9011882426516573,3.0443669674699234,12.436924211529588
2.0012507817385865,3.0443669674699234,12.431455093225761
2.101313320825516,3.0443669674699234,12.425994722817999
2.2013758599124453,3.0443669674699234,12.4205431003063
2.3014383989993745,3.0443669674699234,12.415100225690669
2.401500938086304,3.0443669674699234,12.409666098971103
2.5015634771732334,3.0443669674699234,12.404240493268105
2.6016260162601625,3.0443669674699234,12.398823176385694
2.7016885553470917,3.0443669674699234,12.393414501007031
2.8017510944340214,3.0443669674699234,12.388014467132118
2.9018136335209506,3.0443669674699234,12.382623074760954
3.0018761726078798,3.0443669674699234,12.377240323893538
3.1019387116948094,3.0443669674699234,12.371866214529872
3.2020012507817386,3.0443669674699234,12.366500746669953
3.3020637898686678,3.0443669674699234,12.361143920313785
3.4021263289555974,3.0443669674699234,12.355795735461363
3.5021888680425266,3.0443669674699234,12.350456192112693
3.602251407129456,3.0443669674699234,12.345125139539741
3.7023139462163854,3.0443669674699234,12.339802104593563
3.8023764853033146,3.0443669674699234,12.334487588055877
3.902439024390244,3.0443669674699234,12.329181589926685
4.002501563477173,3.0443669674699234,12.323884110205984
4.102564102564102,3.0443669674699234,12.318595148893777
4.202626641651032,3.0443669674699234,12.313314705990063
4.3026891807379615,3.0443669674699234,12.30804278149484
4.402751719824891,3.0443669674699234,12.302779375408111
4.50281425891182,3.0443669674699234,12.297524487729875
4.602876797998749,3.0443669674699234,12.29227811846013
4.702939337085678,3.0443669674699234,12.287040224105732
4.803001876172608,3.0443669674699234,12.281810107418876
4.9030644152595375,3.0443669674699234,12.276588381374424
5.003126954346467,3.0443669674699234,12.271375045972377
5.103189493433396,3.0443669674699234,12.266170101212733
5.203252032520325,3.0443669674699234,12.260973547095494
5.303314571607254,3.0443669674699234,12.25578538362066
5.4033771106941835,3.0443669674699234,12.25060561078823
5.5034396497811136,3.0443669674699234,12.245434228598205
5.603502188868043,3.0443669674699234,12.240271237050584
5.703564727954972,3.0443669674699234,12.235116636145367
5.803627267041901,3.0443669674699234,12.229970425882556
5.90368980612883,3.0443669674699234,12.224831759173076
6.0037523452157595,3.0443669674699234,12.219701229981645
6.10381488430269,3.0443669674699234,12.214578913938702
6.203877423389619,3.0443669674699234,12.209464806825624
6.303939962476548,3.0443669674699234,12.204358904423794
6.404002501563477,3.0443669674699234,12.199261202514586
6.504065040650406,3.0443669674699234,12.194171696879383
6.6041275797373356,3.0443669674699234,12.189090383299563
6.704190118824265,3.0443669674699234,12.184017257556503
6.804252657911195,3.0443669674699234,12.178952315431586
6.904315196998124,3.0443669674699234,12.173895552706188
7.004377736085053,3.0443669674699234,12.16884696516169
7.104440275171982,3.0443669674699234,12.163806548579469
7.204502814258912,3.0443669674699234,12.158774298740905
7.304565353345841,3.0443669674699234,12.153750211427377
7.404627892432771,3.0443669674699234,12.148734282420266
7.5046904315197,3.0443669674699234,12.143726507500949
7.604752970606629,3.0443669674699234,12.138726882450804
7.704815509693558,3.0443669674699234,12.133735403051212
7.804878048780488,3.0443669674699234,12.128752065083551
7.904940587867417,3.0443669674699234,12.123776864329201
8.005003126954346,3.0443669674699234,12.118809796569542
8.105065666041275,3.0443669674699234,12.113850221611038
8.205128205128204,3.0443669674699234,12.10889848015819
8.305190744215134,3.0443669674699234,12.10395474378381
8.405253283302065,3.0443669674699234,12.099019003447879
8.505315822388994,3.0443669674699234,12.094091250110385
8.605378361475923,3.0443669674699234,12.08917147473131
8.705440900562852,3.0443669674699234,12.084259668270642
8.805503439649781,3.0443669674699234,12.079355821688363
8.90556597873671,3.0443669674699234,12.07445992594446
9.00562851782364,3.0443669674699234,12.069571971998913
9.105691056910569,3.0443669674699234,12.064691950811714
9.205753595997498,3.0443669674699234,12.059819853342841
9.305816135084427,3.0443669674699234,12.05495567055228
9.405878674171356,3.0443669674699234,12.05009939340002
9.505941213258286,3.0443669674699234,12.04525101284604
9.606003752345217,3.0443669674699234,12.040410519850328
9.706066291432146,3.0443669674699234,12.035577905372868
9.806128830519075,3.0443669674699234,12.030753160373644
9.906191369606004,3.0443669674699234,12.025936275812642
10.006253908692933,3.0443669674699234,12.021127242649845
10.106316447779863,3.0443669674699234,12.016326051845239
10.206378986866792,3.0443669674699234,12.01153269435881
10.306441525953721,3.0443669674699234,12.006746949199846
10.40650406504065,3.0443669674699234,12.00196885686401
10.50656660412758,3.0443669674699234,11.997198523656795
10.606629143214509,3.0443669674699234,11.992435938557733
10.706691682301438,3.0443669674699234,11.987681090546356
10.806754221388367,3.0443669674699234,11.982933968602195
10.906816760475298,3.0443669674699234,11.978194561704782
11.006879299562227,3.0443669674699234,11.973462858833651
11.106941838649156,3.0443669674699234,11.968738848968332
11.207004377736085,3.0443669674699234,11.96402252108836
11.307066916823015,3.0443669674699234,11.959313864173264
11.407129455909944,3.0443669674699234,11.954612867202577
11.507191994996873,3.0443669674699234,11.949919519155833
11.607254534083802,3.0443669674699234,11.945233809012564
11.707317073170731,3.0443669674699234,11.940555725752299
11.80737961225766,3.0443669674699234,11.935885258354572
11.90744215134459,3.0443669674699234,11.931222395798915
12.007504690431519,3.0443669674699234,11.926567127064862
12.107567229518448,3.0443669674699234,11.921919441131944
12.20762976860538,3.0443669674699234,11.917279326979692
12.307692307692308,3.0443669674699234,11.912646773587639
12.407754846779238,3.0443669674699234,11.908021769935319
12.507817385866167,3.0443669674699234,11.903404285215682
12.607879924953096,3.0443669674699234,11.898794303458862
12.707942464040025,3.0443669674699234,11.894191832718663
12.808005003126954,3.0443669674699234,11.889596861734999
12.908067542213884,3.0443669674699234,11.885009379247782
13.008130081300813,3.0443669674699234,11.880429373996929
13.108192620387742,3.0443669674699234,11.875856834722352
13.208255159474671,3.0443669674699234,11.871291750163968
13.3083176985616,3.0443669674699234,11.866734109061689
13.40838023764853,3.0443669674699234,11.862183900155431
13.50844277673546,3.0443669674699234,11.857641112185107
13.60850531582239,3.0443669674699234,11.853105733890633
13.708567854909319,3.0443669674699234,11.84857775401192
13.808630393996248,3.0443669674699234,11.844057161288887
13.908692933083177,3.0443669674699234,11.839543944461445
14.008755472170106,3.0443669674699234,11.835038092269508
14.108818011257036,3.0443669674699234,11.830539593452993
14.208880550343965,3.0443669674699234,11.826048436751813
14.308943089430894,3.0443669674699234,11.821564610905883
14.409005628517823,3.0443669674699234,11.817088104655115
14.509068167604752,3.0443669674699234,11.812618906739425
14.609130706691682,3.0443669674699234,11.808157005898728
14.70919324577861,3.0443669674699234,11.80370243033772
14.809255784865542,3.0443669674699234,11.79925521071856
14.909318323952471,3.0443669674699234,11.794815266648369
15.0093808630394,3.0443669674699234,11.790382587125986
15.10944340212633,3.0443669674699234,11.78595716115025
15.209505941213258,3.0443669674699234,11.781538977720002
15.309568480300188,3.0443669674699234,11.777128025834081
15.409631019387117,3.0443669674699234,11.772724294491326
15.509693558474046,3.0443669674699234,11.76832777269058
15.609756097560975,3.0443669674699234,11.763938449430679
15.709818636647904,3.0443669674699234,11.759556313710464
15.809881175734834,3.0443669674699234,11.755181354528775
15.909943714821763,3.0443669674699234,11.750813560884453
16.010006253908692,3.0443669674699234,11.746452921776335
16.110068792995623,3.0443669674699234,11.742099426203263
16.21013133208255,3.0443669674699234,11.737753063164075
16.31019387116948,3.0443669674699234,11.733413821657612
16.41025641025641,3.0443669674699234,11.729081690682714
16.51031894934334,3.0443669674699234,11.72475665923822
16.610381488430267,3.0443669674699234,11.72043871632297
16.710444027517198,3.0443669674699234,11.716127850935804
16.81050656660413,3.0443669674699234,11.711824052075562
16.910569105691057,3.0443669674699234,11.707527308741081
17.010631644777988,3.0443669674699234,11.703237609931206
17.110694183864915,3.0443669674699234,11.698954944644772
17.210756722951846,3.0443669674699234,11.694679301880619
17.310819262038773,3.0443669674699234,11.69041067063759
17.410881801125704,3.0443669674699234,11.686149039914524
17.51094434021263,3.0443669674699234,11.681894398710257
17.611006879299563,3.0443669674699234,11.677646736023634
17.71106941838649,3.0443669674699234,11.673406040853491
17.81113195747342,3.0443669674699234,11.66917230219867
17.91119449656035,3.0443669674699234,11.664945509058008
18.01125703564728,3.0443669674699234,11.660725650430347
18.11131957473421,3.0443669674699234,11.65651273926182
18.211382113821138,3.0443669674699234,11.652306807386124
