scenario,t,v,ic,h
1,0.0,3.0443669674699234,8.730093416915501,8.730093416915501
1,0.040160642570281124,3.0443669674699234,8.730093416915501,8.730476215188295
1,0.08032128514056225,3.0443669674699234,8.730093416915501,8.730858715710959
1,0.12048192771084337,3.0443669674699234,8.730093416915501,8.731241021648957
1,0.1606425702811245,3.0443669674699234,8.730093416915501,8.731623106572552
1,0.20080321285140562,3.0443669674699234,8.730093416915501,8.732004866178976
1,0.24096385542168675,3.0443669674699234,8.730093416915501,8.73238636680608
1,0.28112449799196787,3.0443669674699234,8.730093416915501,8.73276760845387
1,0.321285140562249,3.0443669674699234,8.730093416915501,8.733148526939624
1,0.3614457831325301,3.0443669674699234,8.730093416915501,8.733529151082442
1,0.40160642570281124,3.0443669674699234,8.730093416915501,8.73390949556744
1,0.44176706827309237,3.0443669674699234,8.730093416915501,8.734289560394622
1,0.4819277108433735,3.0443669674699234,8.730093416915501,8.734669345563985
1,0.5220883534136547,3.0443669674699234,8.730093416915501,8.735048851075529
1,0.5622489959839357,3.0443669674699234,8.730093416915501,8.735428076929256
1,0.6024096385542168,3.0443669674699234,8.730093416915501,8.735806995624687
1,0.642570281124498,3.0443669674699234,8.730093416915501,8.736185620707973
1,0.6827309236947792,3.0443669674699234,8.730093416915501,8.736563960732793
1,0.7228915662650602,3.0443669674699234,8.730093416915501,8.736942015699146
1,0.7630522088353413,3.0443669674699234,8.730093416915501,8.737319785607033
1,0.8032128514056225,3.0443669674699234,8.730093416915501,8.737697270456454
1,0.8433734939759037,3.0443669674699234,8.730093416915501,8.738074470247408
1,0.8835341365461847,3.0443669674699234,8.730093416915501,8.738451384979896
1,0.9236947791164658,3.0443669674699234,8.730093416915501,8.738828014653919
1,0.963855421686747,3.0443669674699234,8.730093416915501,8.739204359269474
1,1.0040160642570282,3.0443669674699234,8.730093416915501,8.739580418826563
1,1.0441767068273093,3.0443669674699234,8.730093416915501,8.739956193325186
1,1.0843373493975903,3.0443669674699234,8.730093416915501,8.740331682765342
1,1.1244979919678715,3.0443669674699234,8.730093416915501,8.740706898344854
1,1.1646586345381527,3.0443669674699234,8.730093416915501,8.741081831120043
1,1.2048192771084336,3.0443669674699234,8.730093416915501,8.74145647981786
1,1.2449799196787148,3.0443669674699234,8.730093416915501,8.741830844438304
1,1.285140562248996,3.0443669674699234,8.730093416915501,8.742204924981376
1,1.3253012048192772,3.0443669674699234,8.730093416915501,8.742578721447074
1,1.3654618473895583,3.0443669674699234,8.730093416915501,8.7429522338354
1,1.4056224899598393,3.0443669674699234,8.730093416915501,8.743325462146354
1,1.4457831325301205,3.0443669674699234,8.730093416915501,8.743698406379934
1,1.4859437751004017,3.0443669674699234,8.730093416915501,8.744071066536142
1,1.5261044176706826,3.0443669674699234,8.730093416915501,8.744443442614978
1,1.5662650602409638,3.0443669674699234,8.730093416915501,8.744815534616441
1,1.606425702811245,3.0443669674699234,8.730093416915501,8.74518734254053
1,1.6465863453815262,3.0443669674699234,8.730093416915501,8.745558866387247
1,1.6867469879518073,3.0443669674699234,8.730093416915501,8.745930106156592
1,1.7269076305220883,3.0443669674699234,8.730093416915501,8.746301061848564
1,1.7670682730923695,3.0443669674699234,8.730093416915501,8.746671733463163
1,1.8072289156626506,3.0443669674699234,8.730093416915501,8.747042121000389
1,1.8473895582329316,3.0443669674699234,8.730093416915501,8.747412224460243
1,1.8875502008032128,3.0443669674699234,8.730093416915501,8.747782043842724
1,1.927710843373494,3.0443669674699234,8.730093416915501,8.748151579147832
1,1.9678714859437751,3.0443669674699234,8.730093416915501,8.748520830375568
1,2.0080321285140563,3.0443669674699234,8.730093416915501,8.748889797525932
1,2.0481927710843375,3.0443669674699234,8.730093416915501,8.749258480598922
1,2.0883534136546187,3.0443669674699234,8.730093416915501,8.749626921870393
1,2.1285140562248994,3.0443669674699234,8.730093416915501,8.749995203038122
1,2.1686746987951806,3.0443669674699234,8.730093416915501,8.750363206118976
1,2.208835341365462,3.0443669674699234,8.730093416915501,8.750730931112958
1,2.248995983935743,3.0443669674699234,8.730093416915501,8.751098378020064
1,2.289156626506024,3.0443669674699234,8.730093416915501,8.751465546840297
1,2.3293172690763053,3.0443669674699234,8.730093416915501,8.751832437573658
1,2.3694779116465865,3.0443669674699234,8.730093416915501,8.752199050220142
1,2.4096385542168672,3.0443669674699234,8.730093416915501,8.752565384779754
1,2.4497991967871484,3.0443669674699234,8.730093416915501,8.75293144125249
1,2.4899598393574296,3.0443669674699234,8.730093416915501,8.753297219638355
1,2.5301204819277108,3.0443669674699234,8.730093416915501,8.753662719937346
1,2.570281124497992,3.0443669674699234,8.730093416915501,8.754027942149461
1,2.610441767068273,3.0443669674699234,8.730093416915501,8.754392886274703
1,2.6506024096385543,3.0443669674699234,8.730093416915501,8.75475755231307
1,2.6907630522088355,3.0443669674699234,8.730093416915501,8.755121940264564
1,2.7309236947791167,3.0443669674699234,8.730093416915501,8.755486050129184
1,2.7710843373493974,3.0443669674699234,8.730093416915501,8.755849881906931
1,2.8112449799196786,3.0443669674699234,8.730093416915501,8.756213435597802
1,2.8514056224899598,3.0443669674699234,8.730093416915501,8.7565767112018
1,2.891566265060241,3.0443669674699234,8.730093416915501,8.756939708718926
1,2.931726907630522,3.0443669674699234,8.730093416915501,8.757302428149176
1,2.9718875502008033,3.0443669674699234,8.730093416915501,8.757664869492553
1,3.0120481927710845,3.0443669674699234,8.730093416915501,8.758027032749055
1,3.0522088353413652,3.0443669674699234,8.730093416915501,8.758388917918685
1,3.0923694779116464,3.0443669674699234,8.730093416915501,8.758750525001439
1,3.1325301204819276,3.0443669674699234,8.730093416915501,8.75911185399732
1,3.1726907630522088,3.0443669674699234,8.730093416915501,8.759472904906328
