scenario,t,v,ic,h
1,0.0,3.0443669674699234,3.7396909190232717,3.7396909190232717
1,0.5263157894736842,3.0443669674699234,3.7396909190232717,3.804558906984599
1,1.0526315789473684,3.0443669674699234,3.7396909190232717,3.868457818415752
1,1.5789473684210527,3.0443669674699234,3.7396909190232717,3.931404014247459
1,2.1052631578947367,3.0443669674699234,3.7396909190232717,3.9934211661466956
1,2.631578947368421,3.0443669674699234,3.7396909190232717,4.054526639874923
1,3.1578947368421053,3.0443669674699234,3.7396909190232717,4.11473970150614
1,3.6842105263157894,3.0443669674699234,3.7396909190232717,4.174080660989171
1,4.2105263157894735,3.0443669674699234,3.7396909190232717,4.232568692882301
1,4.7368421052631575,3.0443669674699234,3.7396909190232717,4.290221226465136
1,5.263157894736842,3.0443669674699234,3.7396909190232717,4.347057387557682
1,5.789473684210526,3.0443669674699234,3.7396909190232717,4.403092345436995
1,6.315789473684211,3.0443669674699234,3.7396909190232717,4.458344483669197
1,6.842105263157895,3.0443669674699234,3.7396909190232717,4.512827793934107
1,7.368421052631579,3.0443669674699234,3.7396909190232717,4.566559057544628
1,7.894736842105263,3.0443669674699234,3.7396909190232717,4.619551875777239
1,8.421052631578947,3.0443669674699234,3.7396909190232717,4.671821360549946
1,8.947368421052632,3.0443669674699234,3.7396909190232717,4.7233807738615186
1,9.473684210526315,3.0443669674699234,3.7396909190232717,4.774243926263358
1,10.0,3.0443669674699234,3.7396909190232717,4.824424427378361
2,0.0,2.0039565340587107,9.959358727581906,9.959358727581906
2,0.5263157894736842,2.0039565340587107,9.959358727581906,9.891408897554472
2,1.0526315789473684,2.0039565340587107,9.959358727581906,9.82408503221396
2,1.5789473684210527,2.0039565340587107,9.959358727581906,9.757389328422047
2,2.1052631578947367,2.0039565340587107,9.959358727581906,9.691319710805761
2,2.631578947368421,2.0039565340587107,9.959358727581906,9.625877490761829
2,3.1578947368421053,2.0039565340587107,9.959358727581906,9.561055630733755
2,3.6842105263157894,2.0039565340587107,9.959358727581906,9.496850748559151
2,4.2105263157894735,2.0039565340587107,9.959358727581906,9.433259144117885
2,4.7368421052631575,2.0039565340587107,9.959358727581906,9.370276703338261
2,5.263157894736842,2.0039565340587107,9.959358727581906,9.307897291948215
2,5.789473684210526,2.0039565340587107,9.959358727581906,9.246120538819898
2,6.315789473684211,2.0039565340587107,9.959358727581906,9.18494205540856
2,6.842105263157895,2.0039565340587107,9.959358727581906,9.124357126427418
2,7.368421052631579,2.0039565340587107,9.959358727581906,9.064363655072025
2,7.894736842105263,2.0039565340587107,9.959358727581906,9.004956091580933
2,8.421052631578947,2.0039565340587107,9.959358727581906,8.946131383770918
2,8.947368421052632,2.0039565340587107,9.959358727581906,8.887885533517874
2,9.473684210526315,2.0039565340587107,9.959358727581906,8.830214399427065
2,10.0,2.0039565340587107,9.959358727581906,8.77311415880825
3,0.0,3.1190392260758912,5.900029665820423,5.900029665820423
3,0.5263157894736842,3.1190392260758912,5.900029665820423,5.940282801324473
3,1.0526315789473684,3.1190392260758912,5.900029665820423,5.980057460921029
3,1.5789473684210527,3.1190392260758912,5.900029665820423,6.019355064665628
3,2.1052631578947367,3.1190392260758912,5.900029665820423,6.058182299520076
