scenario,t,v1,v2,h1,h2,h3,h4
1,0.0,2.4283016081668647,0.607743390512486,9.912894279942629,4.991638658681606,11.125615326752852,16.742645554451826
1,0.2222222222222222,2.4283016081668647,0.607743390512486,9.949426325126606,5.031146379804596,11.050589708828138,16.699029990668297
1,0.4444444444444444,2.4283016081668647,0.607743390512486,9.985544456706437,5.070413111860897,10.9758381061396,16.655505521710726
1,0.6666666666666666,2.4283016081668647,0.607743390512486,10.021240655185911,5.1094347510414435,10.901367387052456,16.6120743739345
1,0.8888888888888888,2.4283016081668647,0.607743390512486,10.056518000756073,5.148213757974097,10.827177436004066,16.568736439126447
1,1.1111111111111112,2.4283016081668647,0.607743390512486,10.09137675318655,5.186750347389424,10.753268263482283,16.525491714155844
1,1.3333333333333333,2.4283016081668647,0.607743390512486,10.125818312915085,5.2250456069545255,10.679639772346082,16.482340136054706
1,1.5555555555555554,2.4283016081668647,0.607743390512486,10.159846682611597,5.263102710964575,10.606291828991875,16.439281568049296
1,1.7777777777777777,2.4283016081668647,0.607743390512486,10.193459764392559,5.300919995325665,10.533224502982259,16.396316081681753
1,2.0,0.5518798733985038,2.69978793629479,10.226661095499743,5.338500225454209,10.460437627782062,16.353443540987
1,2.2222222222222223,0.5518798733985038,2.69978793629479,10.234753479016122,5.400100338753903,10.415692712702104,16.288994823392564
1,2.4444444444444446,0.5518798733985038,2.69978793629479,10.242646984642038,5.461338103474376,10.371116332697067,16.224682601193074
1,2.6666666666666665,0.5518798733985038,2.69978793629479,10.250338157487144,5.522208077758534,10.326712180991356,16.160510122977378
1,2.888888888888889,0.5518798733985038,2.69978793629479,10.257828514752386,5.582713910332224,10.282479857740487,16.096477367891485
1,3.111111111111111,0.5518798733985038,2.69978793629479,10.265118155931493,5.642855848107394,10.238419343729808,16.03258434260557
1,3.333333333333333,0.5518798733985038,2.69978793629479,10.272208688675583,5.702637648415004,10.19453020672886,15.968831020342098
1,3.5555555555555554,0.5518798733985038,2.69978793629479,10.279100741882575,5.762060794219712,10.150812284534654,15.90521739823101
1,3.7777777777777777,0.5518798733985038,2.69978793629479,10.285795048629698,5.8211269257960465,10.107265368731792,15.841743454555594
1,4.0,2.0841205873156885,2.4081014678592023,10.29229278483884,5.879838734784309,10.063889138247232,15.778409167059026
1,4.222222222222222,2.0841205873156885,2.4081014678592023,10.318786282739845,5.934821211089383,10.01681916678795,15.732914589511532
1,4.444444444444445,2.0841205873156885,2.4081014678592023,10.345000645999079,5.989514750759563,9.969929033423242,15.68751752850874
