scenario,t,v1,v2,h1,h2,h3,h4
1,0.0,1.2521833251165468,0.5457827414136993,5.673120013107594,19.331520720648314,15.075589065057809,3.404463049248972
1,1.1111111111111112,1.2521833251165468,0.5457827414136993,5.936106299478309,19.139472042105687,14.630918604928192,3.316160166126105
1,2.2222222222222223,1.2521833251165468,0.5457827414136993,6.1853661996832185,18.947249566750752,14.193434937007932,3.229954291985061
1,3.3333333333333335,1.2521833251165468,0.5457827414136993,6.421343809043295,18.7548860251355,13.76313767030244,3.145825738145456
1,4.444444444444445,1.2521833251165468,0.5457827414136993,6.644475708419292,18.562415410923286,13.340017742021677,3.063751495292556
1,5.555555555555555,1.2521833251165468,0.5457827414136993,6.855182250262384,18.36987330941998,12.924065327330064,2.983707202491461
1,6.666666666666667,1.2521833251165468,0.5457827414136993,7.053852437498745,18.177294994554927,12.515270453637038,2.905668491893976
1,7.777777777777779,1.2521833251165468,0.5457827414136993,7.2408457539482125,17.984715571815546,12.113622927344327,2.8296108658679113
1,8.88888888888889,1.2521833251165468,0.5457827414136993,7.416498183741216,17.79217025097976,11.719112240070489,2.75550950479085
1,10.0,0.967364540854695,1.6300509582913865,7.581126482157431,17.599694412736245,11.331727537167083,2.6833392234488493
1,11.11111111111111,0.967364540854695,1.6300509582913865,7.717080012199228,17.469834553949685,11.022866798460921,2.596832765191415
1,12.222222222222221,0.967364540854695,1.6300509582913865,7.844356232450448,17.339024196686704,10.719744291629086,2.5126418748322736
1,13.333333333333334,0.967364540854695,1.6300509582913865,7.963170208661257,17.207299864973375,10.422343648664299,2.430746856509255
1,14.444444444444445,0.967364540854695,1.6300509582913865,8.07374853060468,17.074700773847248,10.130636746348971,2.3511227876482597
1,15.555555555555555,0.967364540854695,1.6300509582913865,8.176312193184076,16.941266922230955,9.844594317876117,2.273743837964016
1,16.666666666666668,0.967364540854695,1.6300509582913865,8.271085170831583,16.80704062961669,9.564184889611479,2.198582287167557
1,17.77777777777778,0.967364540854695,1.6300509582913865,8.358282402127225,16.672064149832757,9.28937654511915,2.125610086724257
1,18.88888888888889,0.967364540854695,1.6300509582913865,8.438108859247674,16.536379388589292,9.020137118767277,2.054799038878723
1,20.0,1.3079566924205486,2.4681344330543267,8.51076280979839,16.400028369975445,8.756433855282058,1.9861205033805505
1,21.11111111111111,1.3079566924205486,2.4681344330543267,8.599273903491808,16.31183714616755,8.553360814347785,1.9389328129020966
1,22.22222222222222,1.3079566924205486,2.4681344330543267,8.681706855205157,16.22314718383646,8.354561104487397,1.8932018417402106
1,23.333333333333332,1.3079566924205486,2.4681344330543267,8.758216049661092,16.133992136496442,8.160005637862241,1.8489038356081855
1,24.444444444444443,1.3079566924205486,2.4681344330543267,8.828965348293604,16.04440647702516,7.969654647445007,1.8060115551804488
1,25.555555555555557,1.3079566924205486,2.4681344330543267,8.894116680821858,15.95442490507767,7.7834672018141315,1.764497288412259
1,26.666666666666668,1.3079566924205486,2.4681344330543267,8.953837402560744,15.864083938326488,7.601399359309698,1.7243315937774149
1,27.77777777777778,1.3079566924205486,2.4681344330543267,9.008291718630124,15.773420089106281,7.423406104949624,1.6854847065761187
1,28.88888888888889,1.3079566924205486,2.4681344330543267,9.057636570048574,15.682468770167619,7.249442874056044,1.6479274920653408
1,30.0,2.1643739257207724,1.2611240846904297,9.102024907533313,15.591264932185736,7.079464769803599,1.6116309387118568
1,31.11111111111111,2.1643739257207724,1.2611240846904297,9.196662476051184,15.430881501278872,6.834154431449958,1.6252301258851718
1,32.22222222222222,2.1643739257207724,1.2611240846904297,9.28367530675192,15.272727580734307,6.594614402548131,1.6383717650991954
1,33.333333333333336,2.1643739257207724,1.2611240846904297,9.363234970917404,15.116777062237801,6.360823912261606,1.6510711746069533
1,34.44444444444444,2.1643739257207724,1.2611240846904297,9.435532555662544,14.962998425323306,6.132746618407235,1.6633445823142223
1,35.55555555555556,2.1643739257207724,1.2611240846904297,9.500746147442694,14.811362329484007,5.910346729528622,1.6752068125854431
1,36.666666666666664,2.1643739257207724,1.2611240846904297,9.559068077199708,14.661837180110178,5.693583583389074,1.686673545738317
1,37.77777777777778,2.1643739257207724,1.2611240846904297,9.610683360330077,14.514392727557945,5.482415675274422,1.6977594691002051
1,38.888888888888886,2.1643739257207724,1.2611240846904297,9.655771895532636,14.368999673178298,5.27680089916068,1.708478577519298
1,40.0,1.9174270024230333,0.5524858415228604,9.694509223242562,14.22562958042775,5.076696131206097,1.7188441989894259
1,41.111111111111114,1.9174270024230333,0.5524858415228604,9.710254250648113,14.043048572276557,4.8356236522866345,1.7148287047887745
1,42.22222222222222,1.9174270024230333,0.5524858415228604,9.71903073945167,13.862455212832389,4.6012817860683315,1.7109449363224964
1,43.333333333333336,1.9174270024230333,0.5524858415228604,9.720980905127236,13.683848176536571,4.373658622255841,1.7071891720948225
