scenario,t,v1,v2,h1_0,h2_0,h3_0,h4_0,h1,h2,h3,h4
1,0.0,2.1103588401708375,1.4518712240877913,18.53525455331481,18.27845437143972,2.462130250709129,8.575816676590936,18.53525455331481,18.27845437143972,2.462130250709129,8.575816676590936
1,5.0,2.1103588401708375,1.4518712240877913,18.53525455331481,18.27845437143972,2.462130250709129,8.575816676590936,17.61745257756818,18.11065485653041,2.053968102699671,7.989770475906489
1,10.0,2.1103588401708375,1.4518712240877913,18.53525455331481,18.27845437143972,2.462130250709129,8.575816676590936,16.688888301551973,17.91185924925779,1.7183796925868169,7.4432220721506726
1,15.0,2.1103588401708375,1.4518712240877913,18.53525455331481,18.27845437143972,2.462130250709129,8.575816676590936,15.759601918509127,17.684880885453445,1.4474217701903695,6.934788989013003
2,0.0,2.1576197633391714,0.9091268152568833,17.482924546041843,3.113986730985385,13.67568133137571,13.862708105249322,17.482924546041843,3.113986730985385,13.67568133137571,13.862708105249322
2,5.0,2.1576197633391714,0.9091268152568833,17.482924546041843,3.113986730985385,13.67568133137571,13.862708105249322,17.7741657961226,4.049537942872715,11.939103466138885,12.97908316308618
2,10.0,2.1576197633391714,0.9091268152568833,17.482924546041843,3.113986730985385,13.67568133137571,13.862708105249322,17.915471188072054,4.852362386366377,10.33809578671597,12.142533841218361
2,15.0,2.1576197633391714,0.9091268152568833,17.482924546041843,3.113986730985385,13.67568133137571,13.862708105249322,17.918134371615498,5.542164673434352,8.871012400332813,11.352020968270981
3,0.0,2.906519534185797,1.3666546009494143,9.99462534076392,19.592169331197297,2.4544204418724,10.451350343286792,9.99462534076392,19.592169331197297,2.4544204418724,10.451350343286792
3,5.0,2.906519534185797,1.3666546009494143,9.99462534076392,19.592169331197297,2.4544204418724,10.451350343286792,9.92476123732524,19.466108588364875,2.0243745532183355,9.947793555742468
3,10.0,2.906519534185797,1.3666546009494143,9.99462534076392,19.592169331197297,2.4544204418724,10.451350343286792,9.78725199503319,19.315707983076617,1.671298197455367,9.474761457097863
3,15.0,2.906519534185797,1.3666546009494143,9.99462534076392,19.592169331197297,2.4544204418724,10.451350343286792,9.595756941197653,19.143204091971,1.3870765925466952,9.031087567579608
4,0.0,2.979377480734019,1.087644739014114,14.918182972555822,7.297144889548589,19.18031877338685,18.028161709416878,14.918182972555822,7.297144889548589,19.18031877338685,18.028161709416878
4,5.0,2.979377480734019,1.087644739014114,14.918182972555822,7.297144889548589,19.18031877338685,18.028161709416878,15.986614468404838,8.139649228083014,17.11436728500761,17.148998983425024
4,10.0,2.979377480734019,1.087644739014114,14.918182972555822,7.297144889548589,19.18031877338685,18.028161709416878,16.851481829790508,8.886233741986327,15.184000624076354,16.310726899480375
4,15.0,2.979377480734019,1.087644739014114,14.918182972555822,7.297144889548589,19.18031877338685,18.028161709416878,17.52935540616112,9.546294745203111,13.38786964516872,15.512410768357544
5,0.0,1.9642356713041442,1.5167252540630018,3.5704215085084705,15.889165365973843,14.728570555694569,9.194081256650641,3.5704215085084705,15.889165365973843,14.728570555694569,9.194081256650641
5,5.0,1.9642356713041442,1.5167252540630018,3.5704215085084705,15.889165365973843,14.728570555694569,9.194081256650641,5.0777645106035525,15.88757186958351,13.088896243107296,8.53098194731642
5,10.0,1.9642356713041442,1.5167252540630018,3.5704215085084705,15.889165365973843,14.728570555694569,9.194081256650641,6.291674394209906,15.843815588517645,11.571681873592834,7.9111811101009595
5,15.0,1.9642356713041442,1.5167252540630018,3.5704215085084705,15.889165365973843,14.728570555694569,9.194081256650641,7.262637322617158,15.761231162724844,10.174690912545797,7.333353399559903
6,0.0,0.8405858050476174,1.8603407190954495,10.523889966862718,19.54012278527589,10.573509107405135,18.73265274434718,10.523889966862718,19.54012278527589,10.573509107405135,18.73265274434718
6,5.0,0.8405858050476174,1.8603407190954495,10.523889966862718,19.54012278527589,10.573509107405135,18.73265274434718,10.71469952474039,19.94737685254084,9.35816113591877,17.27776834130584
6,10.0,0.8405858050476174,1.8603407190954495,10.523889966862718,19.54012278527589,10.573509107405135,18.73265274434718,10.7876420857203,20.27105853062266,8.249397611564264,15.890307489260943
6,15.0,0.8405858050476174,1.8603407190954495,10.523889966862718,19.54012278527589,10.573509107405135,18.73265274434718,10.755634633608201,20.515310782745278,7.243900054562987,14.569837103392622
7,0.0,1.7954408670646136,2.4171377657462636,18.548190797830063,14.5583573500787,11.331795260859833,19.29375876194578,18.548190797830063,14.5583573500787,11.331795260859833,19.29375876194578
7,5.0,1.7954408670646136,2.4171377657462636,18.548190797830063,14.5583573500787,11.331795260859833,19.29375876194578,18.506583757387894,15.369109674816913,10.212473379279741,18.056347549331587
7,10.0,1.7954408670646136,2.4171377657462636,18.548190797830063,14.5583573500787,11.331795260859833,19.29375876194578,18.376471096285016,16.085306284336383,9.187287141693995,16.87505354259385
7,15.0,1.7954408670646136,2.4171377657462636,18.548190797830063,14.5583573500787,11.331795260859833,19.29375876194578,18.166801289497666,16.71303678391517,8.25281105152415,15.749145156021749
8,0.0,2.8346253582964493,0.7242584569648187,19.044944820018806,18.655676412377467,12.362099646543962,18.848401555116343,19.044944820018806,18.655676412377467,12.362099646543962,18.848401555116343
